Site,Date,et_disalexi,et_eemetric,et_geesebal,et_ptjpl,et_ssebop,et_ensemble,Year,Month,season
US-Aud,2019-01-01,25,24,4,25,3,24,2019,01,Winter
US-Aud,2020-01-01,28,13,7,31,7,12,2020,01,Winter
US-Aud,2021-01-01,21,12,14,12,9,14,2021,01,Winter
US-Aud,2022-01-01,26,12,5,27,12,15,2022,01,Winter
US-Aud,2023-01-01,24,25,6,26,8,27,2023,01,Winter
US-Aud,2019-02-01,26,31,5,14,3,20,2019,02,Winter
US-Aud,2020-02-01,37,34,12,45,9,28,2020,02,Winter
US-Aud,2021-02-01,30,41,9,18,13,18,2021,02,Winter
US-Aud,2022-02-01,26,29,17,16,12,18,2022,02,Winter
US-Aud,2023-02-01,33,34,15,42,10,27,2023,02,Winter
US-Aud,2019-03-01,55,50,41,33,10,39,2019,03,Winter
US-Aud,2020-03-01,52,58,97,89,20,63,2020,03,Winter
US-Aud,2021-03-01,40,36,33,25,14,27,2021,03,Winter
US-Aud,2022-03-01,51,59,40,19,18,35,2022,03,Winter
US-Aud,2023-03-01,59,43,36,42,18,36,2023,03,Winter
US-Aud,2019-04-01,67,40,39,28,30,34,2019,04,Spring
US-Aud,2020-04-01,74,55,89,49,33,51,2020,04,Spring
US-Aud,2021-04-01,50,46,41,24,12,28,2021,04,Spring
US-Aud,2022-04-01,70,37,33,20,20,22,2022,04,Spring
US-Aud,2023-04-01,68,57,35,29,39,39,2023,04,Spring
US-Aud,2019-05-01,70,79,51,58,44,53,2019,05,Spring
US-Aud,2020-05-01,84,85,61,40,59,57,2020,05,Spring
US-Aud,2021-05-01,67,58,20,18,16,13,2021,05,Spring
US-Aud,2022-05-01,77,59,46,24,30,40,2022,05,Spring
US-Aud,2023-05-01,72,79,69,47,58,65,2023,05,Spring
US-Aud,2019-06-01,69,67,43,31,43,44,2019,06,Spring
US-Aud,2020-06-01,73,93,58,38,60,58,2020,06,Spring
US-Aud,2021-06-01,43,72,52,19,15,34,2021,06,Spring
US-Aud,2022-06-01,61,72,49,30,28,45,2022,06,Spring
US-Aud,2023-06-01,63,73,33,33,54,45,2023,06,Spring
US-Aud,2019-07-01,52,95,88,54,38,49,2019,07,Summer
US-Aud,2020-07-01,79,115,79,45,51,73,2020,07,Summer
US-Aud,2021-07-01,52,98,100,62,25,77,2021,07,Summer
US-Aud,2022-07-01,53,79,84,43,32,63,2022,07,Summer
US-Aud,2023-07-01,60,104,70,43,55,59,2023,07,Summer
US-Aud,2019-08-01,88,101,91,73,73,87,2019,08,Summer
US-Aud,2020-08-01,99,112,96,77,79,97,2020,08,Summer
US-Aud,2021-08-01,95,106,91,105,86,100,2021,08,Summer
US-Aud,2022-08-01,80,113,119,115,71,119,2022,08,Summer
US-Aud,2023-08-01,59,63,56,53,54,57,2023,08,Summer
US-Aud,2019-09-01,79,92,103,106,73,91,2019,09,Summer
US-Aud,2020-09-01,68,77,72,63,61,66,2020,09,Summer
US-Aud,2021-09-01,83,91,68,88,72,83,2021,09,Summer
US-Aud,2022-09-01,65,86,76,89,70,81,2022,09,Summer
US-Aud,2023-09-01,48,56,40,55,50,48,2023,09,Summer
US-Aud,2019-10-01,54,48,41,57,41,46,2019,10,Fall
US-Aud,2020-10-01,38,46,21,41,33,33,2020,10,Fall
US-Aud,2021-10-01,46,29,9,48,38,33,2021,10,Fall
US-Aud,2022-10-01,45,62,58,70,40,56,2022,10,Fall
US-Aud,2023-10-01,40,39,42,40,37,40,2023,10,Fall
US-Aud,2019-11-01,27,21,13,52,17,23,2019,11,Fall
US-Aud,2020-11-01,20,30,8,26,17,21,2020,11,Fall
US-Aud,2021-11-01,19,5,0,18,10,10,2021,11,Fall
US-Aud,2022-11-01,23,27,19,47,21,20,2022,11,Fall
US-Aud,2023-11-01,11,34,11,27,18,15,2023,11,Fall
US-Aud,2019-12-01,18,10,2,36,10,12,2019,12,Fall
US-Aud,2020-12-01,16,19,16,20,11,16,2020,12,Fall
US-Aud,2021-12-01,17,11,1,28,15,14,2021,12,Fall
US-Aud,2022-12-01,17,20,8,42,10,22,2022,12,Fall
US-Aud,2023-12-01,13,13,5,28,11,12,2023,12,Fall
US-CMW,2019-01-01,41,64,26,33,29,32,2019,01,Winter
US-CMW,2020-01-01,43,53,34,58,20,42,2020,01,Winter
US-CMW,2021-01-01,34,53,36,26,23,35,2021,01,Winter
US-CMW,2022-01-01,38,35,24,42,26,33,2022,01,Winter
US-CMW,2023-01-01,42,48,17,35,26,34,2023,01,Winter
US-CMW,2019-02-01,38,48,22,41,20,34,2019,02,Winter
US-CMW,2020-02-01,49,49,30,67,23,44,2020,02,Winter
US-CMW,2021-02-01,49,54,53,39,41,47,2021,02,Winter
US-CMW,2022-02-01,50,46,35,30,31,36,2022,02,Winter
US-CMW,2023-02-01,47,58,42,46,26,48,2023,02,Winter
US-CMW,2019-03-01,72,50,45,81,27,55,2019,03,Winter
US-CMW,2020-03-01,54,24,54,121,32,41,2020,03,Winter
US-CMW,2021-03-01,69,49,32,37,39,39,2021,03,Winter
US-CMW,2022-03-01,74,66,61,41,37,56,2022,03,Winter
US-CMW,2023-03-01,82,50,48,57,42,49,2023,03,Winter
US-CMW,2019-04-01,81,36,52,72,51,58,2019,04,Spring
US-CMW,2020-04-01,96,76,103,103,75,95,2020,04,Spring
US-CMW,2021-04-01,95,86,91,50,50,80,2021,04,Spring
US-CMW,2022-04-01,98,44,75,48,48,54,2022,04,Spring
US-CMW,2023-04-01,107,65,102,45,73,78,2023,04,Spring
US-CMW,2019-05-01,228,120,159,191,131,166,2019,05,Spring
US-CMW,2020-05-01,143,171,129,171,152,153,2020,05,Spring
US-CMW,2021-05-01,147,152,131,111,123,134,2021,05,Spring
US-CMW,2022-05-01,169,128,141,119,142,140,2022,05,Spring
US-CMW,2023-05-01,117,120,141,101,101,116,2023,05,Spring
US-CMW,2019-06-01,156,199,133,173,173,167,2019,06,Spring
US-CMW,2020-06-01,161,221,156,184,193,183,2020,06,Spring
US-CMW,2021-06-01,172,221,174,135,164,163,2021,06,Spring
US-CMW,2022-06-01,179,189,139,121,148,155,2022,06,Spring
US-CMW,2023-06-01,167,197,148,133,169,163,2023,06,Spring
US-CMW,2019-07-01,115,192,173,200,149,166,2019,07,Summer
US-CMW,2020-07-01,145,207,138,151,190,156,2020,07,Summer
US-CMW,2021-07-01,103,186,166,133,115,140,2021,07,Summer
US-CMW,2022-07-01,146,193,167,135,156,151,2022,07,Summer
US-CMW,2023-07-01,146,240,161,136,216,165,2023,07,Summer
US-CMW,2019-08-01,120,213,169,180,155,179,2019,08,Summer
US-CMW,2020-08-01,152,177,137,166,163,159,2020,08,Summer
US-CMW,2021-08-01,141,214,167,135,171,166,2021,08,Summer
US-CMW,2022-08-01,112,183,160,144,145,149,2022,08,Summer
US-CMW,2023-08-01,123,203,156,139,176,159,2023,08,Summer
US-CMW,2019-09-01,107,157,129,159,109,132,2019,09,Summer
US-CMW,2020-09-01,135,175,111,140,140,132,2020,09,Summer
US-CMW,2021-09-01,100,172,112,104,122,116,2021,09,Summer
US-CMW,2022-09-01,107,170,123,114,136,120,2022,09,Summer
US-CMW,2023-09-01,143,199,145,124,146,140,2023,09,Summer
US-CMW,2019-10-01,84,155,90,124,110,111,2019,10,Fall
US-CMW,2020-10-01,70,138,79,110,101,100,2020,10,Fall
US-CMW,2021-10-01,85,148,65,76,103,83,2021,10,Fall
US-CMW,2022-10-01,80,109,78,88,78,81,2022,10,Fall
US-CMW,2023-10-01,119,138,101,101,115,115,2023,10,Fall
US-CMW,2019-11-01,42,51,39,84,44,44,2019,11,Fall
US-CMW,2020-11-01,40,82,29,61,50,52,2020,11,Fall
US-CMW,2021-11-01,43,94,37,49,49,45,2021,11,Fall
US-CMW,2022-11-01,41,62,36,58,44,48,2022,11,Fall
US-CMW,2023-11-01,56,63,24,46,56,55,2023,11,Fall
US-CMW,2019-12-01,31,27,20,53,19,24,2019,12,Fall
US-CMW,2020-12-01,34,71,36,44,30,36,2020,12,Fall
US-CMW,2021-12-01,32,50,20,50,33,37,2021,12,Fall
US-CMW,2022-12-01,31,58,22,50,22,31,2022,12,Fall
US-CMW,2023-12-01,32,58,24,49,38,40,2023,12,Fall
US-Fmf,2019-01-01,NA,0,NA,NA,NA,0,2019,01,Winter
US-Fmf,2020-01-01,5,18,7,4,4,5,2020,01,Winter
US-Fmf,2021-01-01,26,4,8,13,37,19,2021,01,Winter
US-Fmf,2022-01-01,1,0,0,0,1,0,2022,01,Winter
US-Fmf,2023-01-01,NA,8,NA,NA,NA,8,2023,01,Winter
US-Fmf,2019-02-01,27,0,7,3,3,3,2019,02,Winter
US-Fmf,2020-02-01,53,7,71,43,44,53,2020,02,Winter
US-Fmf,2021-02-01,39,29,19,13,34,27,2021,02,Winter
US-Fmf,2022-02-01,12,2,13,5,8,8,2022,02,Winter
US-Fmf,2023-02-01,NA,28,NA,NA,NA,28,2023,02,Winter
US-Fmf,2019-03-01,99,20,110,53,47,66,2019,03,Winter
US-Fmf,2020-03-01,72,80,77,52,45,71,2020,03,Winter
US-Fmf,2021-03-01,94,71,102,46,73,78,2021,03,Winter
US-Fmf,2022-03-01,46,28,75,33,39,37,2022,03,Winter
US-Fmf,2023-03-01,22,6,30,12,12,13,2023,03,Winter
US-Fmf,2019-04-01,86,82,121,77,68,78,2019,04,Spring
US-Fmf,2020-04-01,96,100,125,79,53,91,2020,04,Spring
US-Fmf,2021-04-01,102,73,82,74,78,79,2021,04,Spring
US-Fmf,2022-04-01,48,60,82,60,43,59,2022,04,Spring
US-Fmf,2023-04-01,62,43,107,53,50,52,2023,04,Spring
US-Fmf,2019-05-01,91,85,138,88,68,83,2019,05,Spring
US-Fmf,2020-05-01,103,107,138,103,95,102,2020,05,Spring
US-Fmf,2021-05-01,74,86,112,95,86,86,2021,05,Spring
US-Fmf,2022-05-01,38,61,77,69,51,59,2022,05,Spring
US-Fmf,2023-05-01,55,49,77,73,42,59,2023,05,Spring
US-Fmf,2019-06-01,96,99,120,103,96,99,2019,06,Spring
US-Fmf,2020-06-01,76,122,136,108,105,109,2020,06,Spring
US-Fmf,2021-06-01,57,83,105,92,101,96,2021,06,Spring
US-Fmf,2022-06-01,31,98,92,78,61,72,2022,06,Spring
US-Fmf,2023-06-01,48,70,92,65,64,62,2023,06,Spring
US-Fmf,2019-07-01,74,112,116,96,99,99,2019,07,Summer
US-Fmf,2020-07-01,60,112,109,96,99,104,2020,07,Summer
US-Fmf,2021-07-01,70,68,65,61,73,68,2021,07,Summer
US-Fmf,2022-07-01,36,90,141,126,79,94,2022,07,Summer
US-Fmf,2023-07-01,48,82,87,81,66,79,2023,07,Summer
US-Fmf,2019-08-01,79,112,84,78,99,85,2019,08,Summer
US-Fmf,2020-08-01,63,42,96,93,86,85,2020,08,Summer
US-Fmf,2021-08-01,74,30,92,65,66,75,2021,08,Summer
US-Fmf,2022-08-01,76,65,67,82,60,70,2022,08,Summer
US-Fmf,2023-08-01,100,131,141,110,76,112,2023,08,Summer
US-Fmf,2019-09-01,89,71,87,87,87,88,2019,09,Summer
US-Fmf,2020-09-01,54,36,104,79,79,70,2020,09,Summer
US-Fmf,2021-09-01,53,49,87,67,46,54,2021,09,Summer
US-Fmf,2022-09-01,57,42,90,72,46,61,2022,09,Summer
US-Fmf,2023-09-01,65,50,68,78,69,70,2023,09,Summer
US-Fmf,2019-10-01,44,37,44,56,78,45,2019,10,Fall
US-Fmf,2020-10-01,40,41,56,53,71,52,2020,10,Fall
US-Fmf,2021-10-01,37,18,51,54,36,43,2021,10,Fall
US-Fmf,2022-10-01,48,25,80,69,35,51,2022,10,Fall
US-Fmf,2023-10-01,39,24,50,60,41,43,2023,10,Fall
US-Fmf,2019-11-01,34,13,22,25,38,26,2019,11,Fall
US-Fmf,2020-11-01,30,4,23,37,47,34,2020,11,Fall
US-Fmf,2021-11-01,24,16,28,35,36,25,2021,11,Fall
US-Fmf,2022-11-01,29,10,30,27,30,29,2022,11,Fall
US-Fmf,2023-11-01,18,11,6,29,27,18,2023,11,Fall
US-Fmf,2019-12-01,20,1,8,13,19,12,2019,12,Fall
US-Fmf,2020-12-01,19,2,17,19,39,15,2020,12,Fall
US-Fmf,2021-12-01,15,6,8,14,18,12,2021,12,Fall
US-Fmf,2022-12-01,15,5,5,14,18,11,2022,12,Fall
US-Fmf,2023-12-01,19,17,4,21,26,21,2023,12,Fall
US-Fuf,2019-01-01,NA,0,NA,NA,NA,0,2019,01,Winter
US-Fuf,2020-01-01,31,13,0,7,32,17,2020,01,Winter
US-Fuf,2021-01-01,36,20,0,13,18,12,2021,01,Winter
US-Fuf,2022-01-01,2,0,0,1,1,1,2022,01,Winter
US-Fuf,2023-01-01,NA,9,NA,NA,NA,9,2023,01,Winter
US-Fuf,2019-02-01,28,0,20,12,11,14,2019,02,Winter
US-Fuf,2020-02-01,95,9,NA,NA,NA,52,2020,02,Winter
US-Fuf,2021-02-01,42,6,14,13,18,13,2021,02,Winter
US-Fuf,2022-02-01,25,24,15,7,14,17,2022,02,Winter
US-Fuf,2023-02-01,NA,3,NA,NA,NA,3,2023,02,Winter
US-Fuf,2019-03-01,103,40,96,56,52,69,2019,03,Winter
US-Fuf,2020-03-01,104,79,63,53,37,67,2020,03,Winter
US-Fuf,2021-03-01,104,83,95,42,69,88,2021,03,Winter
US-Fuf,2022-03-01,93,115,72,36,64,76,2022,03,Winter
US-Fuf,2023-03-01,19,15,27,15,21,19,2023,03,Winter
US-Fuf,2019-04-01,95,99,110,74,43,94,2019,04,Spring
US-Fuf,2020-04-01,110,123,124,73,43,108,2020,04,Spring
US-Fuf,2021-04-01,98,92,28,53,62,67,2021,04,Spring
US-Fuf,2022-04-01,100,116,92,67,66,88,2022,04,Spring
US-Fuf,2023-04-01,109,119,113,70,78,105,2023,04,Spring
US-Fuf,2019-05-01,93,94,110,85,47,96,2019,05,Spring
US-Fuf,2020-05-01,95,115,74,90,66,88,2020,05,Spring
US-Fuf,2021-05-01,91,102,57,80,66,80,2021,05,Spring
US-Fuf,2022-05-01,106,113,88,94,66,93,2022,05,Spring
US-Fuf,2023-05-01,107,119,91,97,64,104,2023,05,Spring
US-Fuf,2019-06-01,87,88,75,87,66,84,2019,06,Spring
US-Fuf,2020-06-01,55,85,36,76,64,63,2020,06,Spring
US-Fuf,2021-06-01,59,73,33,83,69,72,2021,06,Spring
US-Fuf,2022-06-01,94,118,63,91,68,87,2022,06,Spring
US-Fuf,2023-06-01,77,80,74,74,73,75,2023,06,Spring
US-Fuf,2019-07-01,59,94,70,76,62,67,2019,07,Summer
US-Fuf,2020-07-01,53,107,93,81,57,78,2020,07,Summer
US-Fuf,2021-07-01,94,100,53,78,72,79,2021,07,Summer
US-Fuf,2022-07-01,75,67,75,120,58,69,2022,07,Summer
US-Fuf,2023-07-01,78,106,97,103,74,92,2023,07,Summer
US-Fuf,2019-08-01,56,87,69,68,51,66,2019,08,Summer
US-Fuf,2020-08-01,63,75,63,81,71,71,2020,08,Summer
US-Fuf,2021-08-01,147,156,124,113,96,125,2021,08,Summer
US-Fuf,2022-08-01,113,85,81,86,68,80,2022,08,Summer
US-Fuf,2023-08-01,74,143,144,119,79,112,2023,08,Summer
US-Fuf,2019-09-01,94,84,46,72,54,70,2019,09,Summer
US-Fuf,2020-09-01,59,78,62,73,49,64,2020,09,Summer
US-Fuf,2021-09-01,89,110,112,88,60,93,2021,09,Summer
US-Fuf,2022-09-01,89,90,100,96,56,94,2022,09,Summer
US-Fuf,2023-09-01,82,109,64,80,67,80,2023,09,Summer
US-Fuf,2019-10-01,65,47,18,49,48,52,2019,10,Fall
US-Fuf,2020-10-01,48,63,27,47,40,45,2020,10,Fall
US-Fuf,2021-10-01,64,82,65,64,47,62,2021,10,Fall
US-Fuf,2022-10-01,63,70,71,68,42,68,2022,10,Fall
US-Fuf,2023-10-01,65,80,52,66,41,61,2023,10,Fall
US-Fuf,2019-11-01,32,14,14,20,19,20,2019,11,Fall
US-Fuf,2020-11-01,32,43,10,34,28,34,2020,11,Fall
US-Fuf,2021-11-01,44,62,40,52,31,41,2021,11,Fall
US-Fuf,2022-11-01,42,54,26,29,33,33,2022,11,Fall
US-Fuf,2023-11-01,35,60,18,31,30,29,2023,11,Fall
US-Fuf,2019-12-01,39,4,10,16,34,21,2019,12,Fall
US-Fuf,2020-12-01,32,4,13,18,24,18,2020,12,Fall
US-Fuf,2021-12-01,26,16,8,17,17,19,2021,12,Fall
US-Fuf,2022-12-01,32,9,9,17,21,18,2022,12,Fall
US-Fuf,2023-12-01,38,65,11,22,38,35,2023,12,Fall
US-Fwf,2019-01-01,NA,0,61,46,43,38,2019,01,Winter
US-Fwf,2020-01-01,19,15,41,17,37,22,2020,01,Winter
US-Fwf,2021-01-01,14,3,4,7,30,7,2021,01,Winter
US-Fwf,2022-01-01,0,0,0,0,1,0,2022,01,Winter
US-Fwf,2023-01-01,NA,6,NA,NA,NA,6,2023,01,Winter
US-Fwf,2019-02-01,16,0,59,43,39,31,2019,02,Winter
US-Fwf,2020-02-01,12,6,26,27,13,17,2020,02,Winter
US-Fwf,2021-02-01,13,16,68,33,49,19,2021,02,Winter
US-Fwf,2022-02-01,12,0,13,3,5,7,2022,02,Winter
US-Fwf,2023-02-01,NA,3,NA,NA,NA,3,2023,02,Winter
US-Fwf,2019-03-01,54,8,96,52,36,49,2019,03,Winter
US-Fwf,2020-03-01,14,31,37,43,26,30,2020,03,Winter
US-Fwf,2021-03-01,28,36,73,45,67,46,2021,03,Winter
US-Fwf,2022-03-01,40,33,66,15,25,28,2022,03,Winter
US-Fwf,2023-03-01,31,8,20,10,12,13,2023,03,Winter
US-Fwf,2019-04-01,24,26,15,34,6,21,2019,04,Spring
US-Fwf,2020-04-01,23,30,22,50,19,24,2020,04,Spring
US-Fwf,2021-04-01,8,39,40,31,35,36,2021,04,Spring
US-Fwf,2022-04-01,4,50,69,34,38,39,2022,04,Spring
US-Fwf,2023-04-01,33,23,64,39,43,35,2023,04,Spring
US-Fwf,2019-05-01,12,46,31,62,29,36,2019,05,Spring
US-Fwf,2020-05-01,8,71,54,45,48,55,2020,05,Spring
US-Fwf,2021-05-01,5,38,9,33,38,30,2021,05,Spring
US-Fwf,2022-05-01,8,74,71,42,56,61,2022,05,Spring
US-Fwf,2023-05-01,23,5,88,69,43,46,2023,05,Spring
US-Fwf,2019-06-01,2,63,85,48,62,65,2019,06,Spring
US-Fwf,2020-06-01,7,118,60,39,86,62,2020,06,Spring
US-Fwf,2021-06-01,1,54,48,34,40,45,2021,06,Spring
US-Fwf,2022-06-01,16,105,121,42,64,70,2022,06,Spring
US-Fwf,2023-06-01,26,62,32,34,64,39,2023,06,Spring
US-Fwf,2019-07-01,5,50,33,39,56,45,2019,07,Summer
US-Fwf,2020-07-01,0,80,5,19,54,20,2020,07,Summer
US-Fwf,2021-07-01,8,55,33,29,43,34,2021,07,Summer
US-Fwf,2022-07-01,4,85,119,53,38,60,2022,07,Summer
US-Fwf,2023-07-01,11,43,59,49,63,54,2023,07,Summer
US-Fwf,2019-08-01,18,80,82,50,56,57,2019,08,Summer
US-Fwf,2020-08-01,11,51,37,26,40,33,2020,08,Summer
US-Fwf,2021-08-01,42,63,83,86,98,74,2021,08,Summer
US-Fwf,2022-08-01,51,60,68,56,80,63,2022,08,Summer
US-Fwf,2023-08-01,39,31,133,95,67,73,2023,08,Summer
US-Fwf,2019-09-01,4,25,26,39,25,29,2019,09,Summer
US-Fwf,2020-09-01,0,28,29,34,25,29,2020,09,Summer
US-Fwf,2021-09-01,32,26,92,86,51,57,2021,09,Summer
US-Fwf,2022-09-01,38,43,71,68,54,55,2022,09,Summer
US-Fwf,2023-09-01,33,45,56,68,61,53,2023,09,Summer
US-Fwf,2019-10-01,0,16,9,26,40,18,2019,10,Fall
US-Fwf,2020-10-01,6,25,20,16,40,17,2020,10,Fall
US-Fwf,2021-10-01,14,15,50,62,39,36,2021,10,Fall
US-Fwf,2022-10-01,28,20,63,68,36,43,2022,10,Fall
US-Fwf,2023-10-01,3,11,26,43,27,22,2023,10,Fall
US-Fwf,2019-11-01,5,3,4,13,12,6,2019,11,Fall
US-Fwf,2020-11-01,3,4,2,18,14,6,2020,11,Fall
US-Fwf,2021-11-01,2,6,5,20,24,7,2021,11,Fall
US-Fwf,2022-11-01,19,9,21,20,44,17,2022,11,Fall
US-Fwf,2023-11-01,0,3,1,17,22,5,2023,11,Fall
US-Fwf,2019-12-01,16,3,4,12,33,14,2019,12,Fall
US-Fwf,2020-12-01,6,0,0,9,23,8,2020,12,Fall
US-Fwf,2021-12-01,4,4,2,8,18,5,2021,12,Fall
US-Fwf,2022-12-01,13,8,2,10,24,8,2022,12,Fall
US-Fwf,2023-12-01,4,3,1,17,30,6,2023,12,Fall
